Lyft Distance,cab_type,time_stamp,destination,source,Lyft Price,Lyft Surge Multiplier,id,product_id,name
0.86,Lyft,1.54E+12,Haymarket Square,West End,27.5,1,4378c3aa-3eb7-4b91-b51a-f0662c10ef1e,lyft_luxsuv,Lux Black XL
0.86,Lyft,1.54E+12,Haymarket Square,West End,16.5,1,91f265a7-d950-45b5-b3ad-3d9f93feae5a,lyft_lux,Lux Black
2.39,Lyft,1.54E+12,Beacon Hill,Fenway,22.5,1,093d5c53-273f-4879-b2db-02daeebfe783,lyft_lux,Lux Black
2.39,Lyft,1.54E+12,Beacon Hill,Fenway,16.5,1,311ae8c6-22b9-4315-881d-4214eabe417d,lyft_plus,Lyft XL
2.39,Lyft,1.54E+12,Beacon Hill,Fenway,16.5,1,32f4824c-802d-40f1-9370-60a192a85e97,lyft_premier,Lux
2.39,Lyft,1.54E+12,Beacon Hill,Fenway,7,1,6a9273ab-9254-477f-a606-22b8ea505715,lyft_line,Shared
2.39,Lyft,1.55E+12,Beacon Hill,Fenway,30,1,bf9f5b2a-84cf-4396-8ddb-178e47be0d41,lyft_luxsuv,Lux Black XL
2.39,Lyft,1.54E+12,Beacon Hill,Fenway,9,1,dc48f3f8-6031-429f-92fe-db0c3daac66c,lyft,Lyft
2.1,Lyft,1.54E+12,North End,Beacon Hill,30,1,03c4d65b-260b-46a8-93d3-d0fb1a80f6dd,lyft_luxsuv,Lux Black XL
2.1,Lyft,1.54E+12,North End,Beacon Hill,7,1,092fd559-1ec7-498e-a94c-338fee0633e5,lyft_line,Shared
2.1,Lyft,1.54E+12,North End,Beacon Hill,22.5,1,5e2687b0-f685-46d6-970f-49c93b1838e7,lyft_lux,Lux Black
2.1,Lyft,1.54E+12,North End,Beacon Hill,9,1,89481a12-298c-4efa-ae0c-796ba6ac6ff8,lyft,Lyft
2.1,Lyft,1.55E+12,North End,Beacon Hill,13.5,1,a79a851d-554f-4357-a8a1-553681ac073f,lyft_plus,Lyft XL
2.1,Lyft,1.54E+12,North End,Beacon Hill,16.5,1,b8b724df-1ff0-4a1a-821e-664c0ab581ea,lyft_premier,Lux
1.25,Lyft,1.54E+12,Theatre District,Haymarket Square,10.5,1,254e369c-ff43-4b4c-acb7-dcca005a1246,lyft_plus,Lyft XL
1.25,Lyft,1.54E+12,Theatre District,Haymarket Square,7,1,63837cfe-579b-4fee-bfa9-bca76da90174,lyft,Lyft
1.25,Lyft,1.54E+12,Theatre District,Haymarket Square,27.5,1,7e06b3e4-8c46-4d41-b584-928cc06c7747,lyft_luxsuv,Lux Black XL
1.25,Lyft,1.54E+12,Theatre District,Haymarket Square,3,1,8220a380-a083-439d-9273-09cfaaacf644,lyft_line,Shared
1.25,Lyft,1.54E+12,Theatre District,Haymarket Square,16.5,1,bf1164b3-6a50-4d39-8de2-ea8fa9375c2f,lyft_lux,Lux Black
1.25,Lyft,1.55E+12,Theatre District,Haymarket Square,13.5,1,f29c1b9c-9d06-4cdd-b877-d98876b40802,lyft_premier,Lux
1.41,Lyft,1.55E+12,Beacon Hill,Haymarket Square,7,1,158ff7d2-d290-43ca-9ef4-db024b51b968,lyft,Lyft
1.41,Lyft,1.55E+12,Beacon Hill,Haymarket Square,3.5,1,9f3eef7a-9950-4884-ae1c-cc90013448e8,lyft_line,Shared
1.41,Lyft,1.54E+12,Beacon Hill,Haymarket Square,16.5,1,a21143b9-4791-4c16-80a9-0fd7239ca5d9,lyft_lux,Lux Black
1.41,Lyft,1.54E+12,Beacon Hill,Haymarket Square,13.5,1,a53a0b49-6868-4fbf-9863-82dbbf067c1e,lyft_premier,Lux
1.41,Lyft,1.54E+12,Beacon Hill,Haymarket Square,26,1,cf54a43e-882e-4d0c-a000-ff66ff7ffddc,lyft_luxsuv,Lux Black XL
1.41,Lyft,1.54E+12,Beacon Hill,Haymarket Square,11,1,ea07503e-312b-4ad3-8d2e-35a2c676015b,lyft_plus,Lyft XL
3.1,Lyft,1.54E+12,Northeastern University,West End,13.5,1.25,53c910c9-4798-479b-9cc7-06bdd15b8871,lyft,Lyft
3.1,Lyft,1.54E+12,Northeastern University,West End,42.5,1.25,a0b5ff41-2911-45b6-b34a-cb92836ef27d,lyft_luxsuv,Lux Black XL
3.1,Lyft,1.54E+12,Northeastern University,West End,19.5,1.25,a4011f99-3cdb-4ea4-aa43-b5b259adbef4,lyft_plus,Lyft XL
3.1,Lyft,1.54E+12,Northeastern University,West End,9,1,de8075ca-8be5-4840-a08f-a033b15c44c1,lyft_line,Shared
3.5,Lyft,1.54E+12,North Station,Boston University,16.5,1,0ec7d2d1-70e6-4838-93e6-d849b00b253f,lyft_plus,Lyft XL
3.5,Lyft,1.54E+12,North Station,Boston University,19.5,1,1cca1f9a-0faa-4733-a2c9-a8c7aa42a6d1,lyft_premier,Lux
3.5,Lyft,1.54E+12,North Station,Boston University,11,1,31dc2085-4c21-423c-84c0-8889f368ec46,lyft,Lyft
3.5,Lyft,1.54E+12,North Station,Boston University,26,1,968969da-1081-4ee1-98ab-a2df7b9162b5,lyft_lux,Lux Black
2.5,Lyft,1.54E+12,Theatre District,Fenway,19.5,1,0ebb5967-d5dd-40c9-8049-cf5f2eaabf96,lyft_premier,Lux
2.5,Lyft,1.54E+12,Theatre District,Fenway,32.5,1,248ad23d-f889-4cd7-9c9e-703949ecce87,lyft_luxsuv,Lux Black XL
2.5,Lyft,1.54E+12,Theatre District,Fenway,7,1,6a9506a1-23db-4b02-ab98-8bd828c2cecf,lyft_line,Shared
2.5,Lyft,1.54E+12,Theatre District,Fenway,22.5,1,75ee5997-4a13-4573-a2fd-f9e090a233e4,lyft_lux,Lux Black
2.5,Lyft,1.54E+12,Theatre District,Fenway,16.5,1,a658b1d1-9aa1-43b4-8fb9-3ebe5a4f8442,lyft_plus,Lyft XL
2.5,Lyft,1.54E+12,Theatre District,Fenway,10.5,1,b4b4a605-6f56-47a6-931e-6205e1d73dde,lyft,Lyft
2.45,Lyft,1.54E+12,Beacon Hill,Northeastern University,7,1,1d69056d-132c-4b58-90f4-ddb0ed1ec2d5,lyft,Lyft
2.45,Lyft,1.54E+12,Beacon Hill,Northeastern University,5,1,428f7197-1495-438e-9530-85e4c9f00fab,lyft_line,Shared
2.45,Lyft,1.54E+12,Beacon Hill,Northeastern University,13.5,1,42e019b2-4220-4d61-b417-2c405a73eab6,lyft_plus,Lyft XL
2.45,Lyft,1.54E+12,Beacon Hill,Northeastern University,16.5,1,8c635787-7668-4de5-90ee-3db0f989227a,lyft_premier,Lux
2.45,Lyft,1.54E+12,Beacon Hill,Northeastern University,22.5,1,c577b6d4-f6d6-4fee-8019-e6a12a031d72,lyft_lux,Lux Black
2.45,Lyft,1.54E+12,Beacon Hill,Northeastern University,30,1,df3d5d6c-7ee1-46ec-b0f8-13092c8ade44,lyft_luxsuv,Lux Black XL
1.38,Lyft,1.54E+12,Haymarket Square,Beacon Hill,27.5,1,3570ca63-37ef-438b-8873-bd98822f9ad6,lyft_luxsuv,Lux Black XL
1.38,Lyft,1.55E+12,Haymarket Square,Beacon Hill,13.5,1,4f8ef9a4-bfe2-4b92-bde2-03b8fc652d3e,lyft_premier,Lux
1.38,Lyft,1.54E+12,Haymarket Square,Beacon Hill,10.5,1,63bbd1e9-5aea-4cff-815a-c3eceaf00b5b,lyft_plus,Lyft XL
1.38,Lyft,1.54E+12,Haymarket Square,Beacon Hill,3,1,730d07b5-f7a7-4a74-972a-7cbe0da4aa80,lyft_line,Shared
1.38,Lyft,1.54E+12,Haymarket Square,Beacon Hill,16.5,1,c6c47b8d-79cf-4f4d-8faa-ca16c6aaa080,lyft_lux,Lux Black
1.38,Lyft,1.54E+12,Haymarket Square,Beacon Hill,7,1,da444db0-5edb-4dc3-8988-d0b3ac136021,lyft,Lyft
1,Lyft,1.55E+12,Haymarket Square,Financial District,27.5,1,038b0c23-6dc5-4f39-aa96-bcfb2da085d4,lyft_luxsuv,Lux Black XL
1,Lyft,1.54E+12,Haymarket Square,Financial District,10.5,1,1066daa6-d3da-47f3-83d4-172c2fa700b1,lyft_premier,Lux
1,Lyft,1.54E+12,Haymarket Square,Financial District,10.5,1,346710c5-41a0-4f73-9c2a-49bbc5dba68b,lyft_plus,Lyft XL
1,Lyft,1.54E+12,Haymarket Square,Financial District,3,1,75adb655-32b7-44a3-9368-dfa0ba5dff3b,lyft_line,Shared
1,Lyft,1.55E+12,Haymarket Square,Financial District,7,1,dec84095-d521-4585-886b-469708c2b3cb,lyft,Lyft
1,Lyft,1.54E+12,Haymarket Square,Financial District,16.5,1,df3342c5-4574-446d-963b-6cc2322e14f0,lyft_lux,Lux Black
2.03,Lyft,1.54E+12,South Station,West End,16.5,1,1a6f0973-bb5c-4ebb-b362-e46053734f2a,lyft_premier,Lux
2.03,Lyft,1.54E+12,South Station,West End,22.5,1,373bf3b0-da95-4733-bea0-b0a2f965b50e,lyft_lux,Lux Black
2.03,Lyft,1.54E+12,South Station,West End,13.5,1,a2953046-c7ab-4cd3-9c1d-30a5a850ebf6,lyft_plus,Lyft XL
2.03,Lyft,1.54E+12,South Station,West End,30,1,cea5186c-be56-4b6c-8156-29b9809f8806,lyft_luxsuv,Lux Black XL
3.17,Lyft,1.54E+12,North Station,Northeastern University,34,1,002787e3-158e-4a63-b233-ca7eb3e2f548,lyft_luxsuv,Lux Black XL
3.17,Lyft,1.54E+12,North Station,Northeastern University,3.5,1,57cb3bdf-f318-4b23-aea3-abc00139f50e,lyft_line,Shared
3.17,Lyft,1.54E+12,North Station,Northeastern University,11,1,5ede4cf6-212f-485d-a92c-35d738d39808,lyft,Lyft
3.17,Lyft,1.54E+12,North Station,Northeastern University,16.5,1,6d389645-1f80-4db3-bddd-3e1e16536ca5,lyft_plus,Lyft XL
3.17,Lyft,1.54E+12,North Station,Northeastern University,26,1,8534078a-b1f5-4c5d-b959-393503346177,lyft_lux,Lux Black
3.17,Lyft,1.54E+12,North Station,Northeastern University,19.5,1,a46a3422-bee4-4e19-996f-ae2695af79ff,lyft_premier,Lux
1.52,Lyft,1.54E+12,South Station,West End,13.5,1,29d5e452-0a2f-40a8-ad3f-d65660617943,lyft_plus,Lyft XL
1.52,Lyft,1.54E+12,South Station,West End,5,1,539fe769-10e0-49f6-a7ba-207514dc1cba,lyft_line,Shared
1.52,Lyft,1.54E+12,South Station,West End,7,1,99a1c755-c035-43d6-b98f-f82bcf880708,lyft,Lyft
1.52,Lyft,1.54E+12,South Station,West End,16.5,1,dd6aa785-4c7d-4944-9913-c274c5f518cf,lyft_lux,Lux Black
1.52,Lyft,1.55E+12,South Station,West End,27.5,1,e90ce80b-b6c2-4cdc-b25f-2b614189c0f8,lyft_luxsuv,Lux Black XL
1.52,Lyft,1.54E+12,South Station,West End,13.5,1,fa78ffbd-94cb-4245-97cd-f4a699696982,lyft_premier,Lux
1.4,Lyft,1.54E+12,Beacon Hill,Haymarket Square,11,1,028bd133-9e68-41e6-ab39-75856dff58de,lyft_plus,Lyft XL
1.4,Lyft,1.54E+12,Beacon Hill,Haymarket Square,7,1,067358ae-d7fc-4f32-8389-c8146aea4106,lyft,Lyft
1.4,Lyft,1.55E+12,Beacon Hill,Haymarket Square,3.5,1,b70e1ed6-3d0b-46a4-84d3-05816a1abc3e,lyft_line,Shared
1.4,Lyft,1.54E+12,Beacon Hill,Haymarket Square,13.5,1,e340e1d6-45fb-439b-9ace-8983242d58a5,lyft_premier,Lux
1.06,Lyft,1.54E+12,Northeastern University,Back Bay,19.5,1.75,0141192e-ba50-418c-b0e7-555e63de4134,lyft_premier,Lux
1.06,Lyft,1.54E+12,Northeastern University,Back Bay,47.5,1.75,185576e5-109d-4add-b399-0a66d1261f4d,lyft_luxsuv,Lux Black XL
1.06,Lyft,1.54E+12,Northeastern University,Back Bay,11,1.75,4614adf4-afd8-4b7d-bf06-5ceef3f091a6,lyft,Lyft
1.06,Lyft,1.54E+12,Northeastern University,Back Bay,16.5,1.75,6cd4dbd2-d51b-4db3-8f57-3137d33f72aa,lyft_plus,Lyft XL
1.06,Lyft,1.54E+12,Northeastern University,Back Bay,7,1,c091845d-4015-410c-b5b7-6377b8498655,lyft_line,Shared
1.06,Lyft,1.54E+12,Northeastern University,Back Bay,26,1.75,ffab58b1-6173-4ea0-a055-08c8b2f1d160,lyft_lux,Lux Black
2.15,Lyft,1.55E+12,Northeastern University,Theatre District,32.5,1,55d7e774-7460-4892-a0b5-edbd5f7a9402,lyft_luxsuv,Lux Black XL
2.15,Lyft,1.54E+12,Northeastern University,Theatre District,19.5,1,7db99b85-5b4f-4af1-8258-074c6a418a9d,lyft_premier,Lux
2.15,Lyft,1.54E+12,Northeastern University,Theatre District,3,1,86ada190-74e6-4dd1-9c00-382f7bd51bb2,lyft_line,Shared
2.15,Lyft,1.55E+12,Northeastern University,Theatre District,10.5,1,b6a035d0-2fba-4ac3-beaa-bc91e9701d4b,lyft,Lyft
2.15,Lyft,1.54E+12,Northeastern University,Theatre District,16.5,1,ccc1f365-5730-4023-8944-1b4e61f6fd1b,lyft_plus,Lyft XL
2.15,Lyft,1.54E+12,Northeastern University,Theatre District,22.5,1,dae32060-a694-4b90-a26c-8d3be94b6ef3,lyft_lux,Lux Black
1.46,Lyft,1.54E+12,North End,Beacon Hill,30,1.5,0c977b93-b07f-4fd1-860b-c792b9dc3cc9,lyft_lux,Lux Black
1.46,Lyft,1.54E+12,North End,Beacon Hill,22.5,1.5,0d66acdf-bb34-4676-8cb7-5235b27cbcb8,lyft_premier,Lux
1.46,Lyft,1.54E+12,North End,Beacon Hill,13.5,1.5,e3ef8b1a-6490-4579-82b4-29e5381bc7c5,lyft,Lyft
1.46,Lyft,1.54E+12,North End,Beacon Hill,19.5,1.5,e7227855-548f-4d79-be70-4331ef4dd472,lyft_plus,Lyft XL
1.46,Lyft,1.54E+12,North End,Beacon Hill,9,1,ed4a0328-0f8e-4085-a017-b9935f6e48e5,lyft_line,Shared
1.46,Lyft,1.54E+12,North End,Beacon Hill,42.5,1.5,fcabc8dc-600f-4913-aa8a-fc3b42075179,lyft_luxsuv,Lux Black XL
1.25,Lyft,1.54E+12,West End,North End,7,1,ae8db82e-39e7-4b2e-b6d6-a4829f9d3c12,lyft,Lyft
1.25,Lyft,1.54E+12,West End,North End,5,1,d4c8be08-b244-4717-9b9f-44b5580a30c2,lyft_line,Shared
1.07,Lyft,1.54E+12,North End,West End,16.5,1,0bd1a3fc-306e-41dd-b2bd-887a5e75010d,lyft_lux,Lux Black
1.07,Lyft,1.54E+12,North End,West End,13.5,1,17d84ed7-d8e1-46cf-bcc4-471d94115d61,lyft_premier,Lux
1.07,Lyft,1.54E+12,North End,West End,3,1,2f61adec-48a1-47ad-b502-201c10ef47b2,lyft_line,Shared
1.07,Lyft,1.54E+12,North End,West End,27.5,1,75e00bc1-a991-424c-8c5e-e2ce7e077e91,lyft_luxsuv,Lux Black XL
1.07,Lyft,1.54E+12,North End,West End,7,1,85259dbb-ef64-42b5-a460-d99284bd58ef,lyft,Lyft
1.07,Lyft,1.54E+12,North End,West End,10.5,1,a62adb26-bcae-472f-9de4-c40bf3760579,lyft_plus,Lyft XL
1.16,Lyft,1.54E+12,Theatre District,South Station,27.5,1,2df319fe-efb4-4103-a171-002c5a8a753e,lyft_luxsuv,Lux Black XL
1.16,Lyft,1.54E+12,Theatre District,South Station,13.5,1,bf96510b-1be6-4cc9-a06a-b2e86d41287c,lyft_premier,Lux
1.16,Lyft,1.54E+12,Theatre District,South Station,13.5,1,cbcf256a-1cba-496e-929b-bc05ade1da6a,lyft_plus,Lyft XL
1.16,Lyft,1.54E+12,Theatre District,South Station,16.5,1,e4134ae2-9bd1-423d-9376-0a331581f378,lyft_lux,Lux Black
1.16,Lyft,1.54E+12,Theatre District,South Station,7,1,ee87243b-582f-446c-8d3d-0a3d9abaec12,lyft,Lyft
1.16,Lyft,1.54E+12,Theatre District,South Station,5,1,ef9084eb-b7ee-4d63-830d-ee651211b08b,lyft_line,Shared
2.15,Lyft,1.54E+12,Northeastern University,Theatre District,16.5,1,09c68247-f318-40f1-99c6-ef8a08454b72,lyft_premier,Lux
2.15,Lyft,1.55E+12,Northeastern University,Theatre District,7,1,1ddc3da0-6567-414e-b5a6-aca162323034,lyft_line,Shared
2.15,Lyft,1.54E+12,Northeastern University,Theatre District,30,1,7292b073-b004-4db5-b152-fafe351e72bb,lyft_luxsuv,Lux Black XL
2.15,Lyft,1.54E+12,Northeastern University,Theatre District,13.5,1,bc240ba7-7971-436a-ba8c-22217dd20628,lyft_plus,Lyft XL
2.15,Lyft,1.54E+12,Northeastern University,Theatre District,9,1,ee64a6ff-85bb-4591-a208-94cd1f2e8936,lyft,Lyft
2.15,Lyft,1.54E+12,Northeastern University,Theatre District,22.5,1,f1158232-0580-42f7-ab1b-eeef0d296fa4,lyft_lux,Lux Black
0.76,Lyft,1.54E+12,Haymarket Square,North Station,9,1,2a5689db-3e41-45cb-95ee-21a6440378af,lyft_plus,Lyft XL
0.76,Lyft,1.54E+12,Haymarket Square,North Station,16.5,1,4c8b057e-0ca8-4283-9e1a-f524de75bea5,lyft_lux,Lux Black
0.76,Lyft,1.54E+12,Haymarket Square,North Station,11,1,69e7b88d-6b8c-4c20-90e7-dbb07060d058,lyft_premier,Lux
0.76,Lyft,1.54E+12,Haymarket Square,North Station,26,1,7355ee1e-9989-449a-9f8b-5656f2efec9e,lyft_luxsuv,Lux Black XL
0.76,Lyft,1.54E+12,Haymarket Square,North Station,7,1,a6b5290c-5c95-4ab5-9bed-c52830555873,lyft,Lyft
1.53,Lyft,1.54E+12,Theatre District,North End,13.5,1,34c3a1a7-f8f1-4cd5-84b1-117f6b183bcb,lyft_plus,Lyft XL
1.53,Lyft,1.54E+12,Theatre District,North End,19.5,1,403b5e8d-ca30-4f1c-9cb2-f8413d07e2cb,lyft_lux,Lux Black
1.53,Lyft,1.54E+12,Theatre District,North End,9,1,838d0339-3242-44b9-a14d-eef97c52e6e5,lyft,Lyft
1.53,Lyft,1.54E+12,Theatre District,North End,16.5,1,c19da3be-7757-440f-84fa-5d2ffc95629a,lyft_premier,Lux
1.53,Lyft,1.54E+12,Theatre District,North End,26,1,dbc5ffab-57a1-47ad-bffe-08eb6a2a5bac,lyft_luxsuv,Lux Black XL
1.53,Lyft,1.54E+12,Theatre District,North End,7,1,e54adfd0-f270-4e54-84ea-ab2a69d81ebf,lyft_line,Shared
0.62,Lyft,1.54E+12,South Station,Theatre District,11,1,696fe6d1-4eca-48a6-ba3b-3676727e11b1,lyft_premier,Lux
0.62,Lyft,1.54E+12,South Station,Theatre District,26,1,76ce0696-c793-4d23-bcbf-77c6bad88049,lyft_luxsuv,Lux Black XL
0.62,Lyft,1.54E+12,South Station,Theatre District,7,1,8c5e68a1-5d67-44d9-a0f3-f6742b43888a,lyft,Lyft
0.62,Lyft,1.54E+12,South Station,Theatre District,16.5,1,aff32d87-2610-41e4-8dfb-0eeb3220b00b,lyft_lux,Lux Black
0.62,Lyft,1.55E+12,South Station,Theatre District,3.5,1,c378b63c-cfa1-4633-aa86-d7463bc8a0d1,lyft_line,Shared
0.62,Lyft,1.54E+12,South Station,Theatre District,11,1,fc5727a4-6a2c-4ed0-8509-d8240a67a58b,lyft_plus,Lyft XL
3.15,Lyft,1.54E+12,Fenway,North Station,3.5,1,0a358cf8-199d-4186-b822-0889664d371c,lyft_line,Shared
3.15,Lyft,1.54E+12,Fenway,North Station,34,1,78cba480-a4d6-40b6-9b17-a04eac71e01b,lyft_luxsuv,Lux Black XL
3.15,Lyft,1.54E+12,Fenway,North Station,26,1,a317ce27-000e-4a1f-b8c1-b87fc296539a,lyft_lux,Lux Black
3.15,Lyft,1.54E+12,Fenway,North Station,11,1,cdc1a138-6eaa-4fc0-9c8e-1d117a83bc74,lyft,Lyft
3.15,Lyft,1.54E+12,Fenway,North Station,19.5,1,e1fbe2eb-7389-4c32-a717-66d7a77b946a,lyft_premier,Lux
3.15,Lyft,1.54E+12,Fenway,North Station,16.5,1,f59b20fd-afc7-4976-a557-2335dd50ad64,lyft_plus,Lyft XL
1.72,Lyft,1.54E+12,West End,South Station,16.5,1,053bc3e9-bcab-4875-996d-8074d922321f,lyft_premier,Lux
1.72,Lyft,1.54E+12,West End,South Station,19.5,1,063e91f1-3071-4827-88dc-fa10658bcdb2,lyft_lux,Lux Black
1.72,Lyft,1.54E+12,West End,South Station,13.5,1,084c881e-72b8-4e0a-9b86-15b627627700,lyft_plus,Lyft XL
1.72,Lyft,1.54E+12,West End,South Station,30,1,b0a2d707-236f-4124-b889-2dc1bbc8d774,lyft_luxsuv,Lux Black XL
3.42,Lyft,1.54E+12,West End,Boston University,13.5,1,0e73c0a1-d182-4edc-924f-6adf8962341c,lyft,Lyft
3.42,Lyft,1.54E+12,West End,Boston University,19.5,1,1ff41754-7891-46df-8bd0-4c09f31d174b,lyft_plus,Lyft XL
3.42,Lyft,1.54E+12,West End,Boston University,38.5,1,2794aff7-4a43-4cb5-a5fe-dd52d72c2def,lyft_luxsuv,Lux Black XL
3.42,Lyft,1.54E+12,West End,Boston University,10.5,1,3b9caf24-ce69-4bbb-b601-6cbf80428399,lyft_line,Shared
3.42,Lyft,1.54E+12,West End,Boston University,27.5,1,42082a1a-2cfd-4779-928e-2aa8d9ebdc25,lyft_lux,Lux Black
3.42,Lyft,1.54E+12,West End,Boston University,22.5,1,ff04aab3-1c4a-4020-8e31-e91830b1c788,lyft_premier,Lux
1.05,Lyft,1.54E+12,North End,West End,13.5,1,057a28f4-cb58-4367-b5d1-9091021744e8,lyft_premier,Lux
1.05,Lyft,1.54E+12,North End,West End,16.5,1,0f017a2c-3030-43e3-81ec-3309f0636bf6,lyft_lux,Lux Black
1.05,Lyft,1.54E+12,North End,West End,27.5,1,4f4dc055-435c-4fa2-a07c-f0eb8d4ad942,lyft_luxsuv,Lux Black XL
1.05,Lyft,1.55E+12,North End,West End,10.5,1,50d6fa0b-23c5-42f9-82c0-01de38048ca7,lyft_plus,Lyft XL
1.05,Lyft,1.54E+12,North End,West End,7,1,da42b433-3590-42ac-be40-0314ed771aa7,lyft,Lyft
1.05,Lyft,1.54E+12,North End,West End,3,1,fa251a77-732b-4197-b7a7-5feaf7423875,lyft_line,Shared
1.07,Lyft,1.54E+12,Northeastern University,Back Bay,16.5,1,06f1c69e-6c5d-4953-bb73-b1b2a0ddcaf6,lyft_lux,Lux Black
1.07,Lyft,1.54E+12,Northeastern University,Back Bay,3,1,3f6affb1-847d-44cf-977e-73a97ef9871f,lyft_line,Shared
1.07,Lyft,1.54E+12,Northeastern University,Back Bay,10.5,1,c7f7ed86-1abd-49f9-877b-d256185517c4,lyft_plus,Lyft XL
1.07,Lyft,1.54E+12,Northeastern University,Back Bay,27.5,1,e130a235-7116-4ecb-9d0e-d65ad96bfd50,lyft_luxsuv,Lux Black XL
2.36,Lyft,1.54E+12,Back Bay,Haymarket Square,16.5,1,0c98a40e-f324-49c1-898d-d2128421a6d4,lyft_plus,Lyft XL
2.36,Lyft,1.54E+12,Back Bay,Haymarket Square,34,1,459d997c-9b0d-47e0-aee3-779b7aba2b42,lyft_luxsuv,Lux Black XL
2.36,Lyft,1.54E+12,Back Bay,Haymarket Square,7,1,4944c164-0463-47b9-96e1-15ffe8b9c7c9,lyft_line,Shared
2.36,Lyft,1.55E+12,Back Bay,Haymarket Square,9,1,a9c1e666-6cd4-45b0-8c61-a824a22670c8,lyft,Lyft
2.36,Lyft,1.54E+12,Back Bay,Haymarket Square,19.5,1,c81dca0a-8b68-43cc-a77b-c1dd7e88e238,lyft_premier,Lux
2.36,Lyft,1.54E+12,Back Bay,Haymarket Square,22.5,1,cd0dedf5-7722-458b-8370-abdbb3ce0bd1,lyft_lux,Lux Black
1.42,Lyft,1.54E+12,Back Bay,Fenway,27.5,1,29d29e09-b958-4bc9-8efd-2d6137dac372,lyft_luxsuv,Lux Black XL
1.42,Lyft,1.54E+12,Back Bay,Fenway,13.5,1,600b6ed6-4d1e-474e-b960-4ea35e222c95,lyft_premier,Lux
1.42,Lyft,1.54E+12,Back Bay,Fenway,19.5,1,9d124f1a-2a29-4b52-b6ec-311d9a27d174,lyft_lux,Lux Black
1.42,Lyft,1.54E+12,Back Bay,Fenway,13.5,1,eefb18ba-0a7b-485d-a1ed-484e04b7289a,lyft_plus,Lyft XL
2.99,Lyft,1.54E+12,Theatre District,Boston University,10.5,1,102f95d8-47e8-4bcf-ba31-ca58d5a7778c,lyft,Lyft
2.99,Lyft,1.54E+12,Theatre District,Boston University,19.5,1,10e58bda-eb74-4d36-bd88-0f17b3815682,lyft_premier,Lux
2.99,Lyft,1.54E+12,Theatre District,Boston University,3,1,120756cb-5683-4dde-a83e-538757cafd91,lyft_line,Shared
2.99,Lyft,1.55E+12,Theatre District,Boston University,32.5,1,251c9f71-aa5f-4185-9216-f2545ac9448a,lyft_luxsuv,Lux Black XL
2.99,Lyft,1.55E+12,Theatre District,Boston University,16.5,1,4fbd3642-893c-4ffc-8f41-c478a1b2d447,lyft_plus,Lyft XL
2.99,Lyft,1.54E+12,Theatre District,Boston University,27.5,1,5eb54901-0293-4da6-8aca-b21d3b6e2f90,lyft_lux,Lux Black
0.64,Lyft,1.54E+12,South Station,Theatre District,7,1,28bda867-69e3-4f02-8d19-acd671463c84,lyft,Lyft
0.64,Lyft,1.54E+12,South Station,Theatre District,27.5,1,3babbda7-42b1-40e5-9cf2-45d7fbb5650c,lyft_luxsuv,Lux Black XL
0.64,Lyft,1.54E+12,South Station,Theatre District,10.5,1,59547f2b-81a6-4524-a1e2-404f2621c13d,lyft_premier,Lux
0.64,Lyft,1.54E+12,South Station,Theatre District,9,1,74b8114e-82ea-4f55-a897-d595078085e2,lyft_plus,Lyft XL
0.64,Lyft,1.54E+12,South Station,Theatre District,3,1,92e376aa-495e-4e29-b080-8e30e23fa931,lyft_line,Shared
0.64,Lyft,1.54E+12,South Station,Theatre District,16.5,1,acc72734-51f7-40dd-874f-90352eaef4d0,lyft_lux,Lux Black
2.17,Lyft,1.54E+12,Northeastern University,Theatre District,13.5,1,0f2fb497-892b-49e1-99fc-ddde65d36a5c,lyft_plus,Lyft XL
2.17,Lyft,1.54E+12,Northeastern University,Theatre District,10.5,1,29d30824-dc60-4945-8f5b-eb988498cf97,lyft,Lyft
2.17,Lyft,1.54E+12,Northeastern University,Theatre District,27.5,1,6bd318e8-b8e8-4f68-a25c-0da71f6a39fb,lyft_luxsuv,Lux Black XL
2.17,Lyft,1.54E+12,Northeastern University,Theatre District,7,1,7761a6fa-2524-4f92-9619-145c2400cf07,lyft_line,Shared
2.17,Lyft,1.55E+12,Northeastern University,Theatre District,16.5,1,a114f877-ce2f-493d-86ba-8c70f52071fd,lyft_premier,Lux
2.17,Lyft,1.54E+12,Northeastern University,Theatre District,22.5,1,eb602e64-11e5-4114-ab06-98a996d82670,lyft_lux,Lux Black
0.57,Lyft,1.54E+12,Financial District,South Station,26,1,0ca98c8d-c59e-43b3-9a97-534ffb3d797d,lyft_luxsuv,Lux Black XL
0.57,Lyft,1.54E+12,Financial District,South Station,9,1,32a59582-7243-45e9-917a-b7b223fa18e9,lyft_plus,Lyft XL
0.57,Lyft,1.54E+12,Financial District,South Station,5,1,37d7a5af-8c28-44af-b439-924285fcf1bd,lyft_line,Shared
0.57,Lyft,1.54E+12,Financial District,South Station,7,1,3860cf3e-cc90-43eb-b06a-161f0aa82180,lyft,Lyft
0.57,Lyft,1.54E+12,Financial District,South Station,16.5,1,438b8414-207c-4703-8a1e-3a9b6851a10d,lyft_lux,Lux Black
0.57,Lyft,1.54E+12,Financial District,South Station,11,1,5de0d41f-3c5c-4575-b6f3-ab2e1246c38d,lyft_premier,Lux
