Uber Distance (mi),cab_type,time_stamp,destination,source,Uber Price,Uber Surge Multiplier,id,product_id,name
0.88,Uber,1.54514E+12,Haymarket Square,West End,15.5,1,727de9cb-56e9-4887-b767-728426b79822,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.88,Uber,1.54498E+12,Haymarket Square,West End,8.5,1,7b12f1e2-0ab7-420a-aa5f-6c8bf53504f5,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.88,Uber,1.54504E+12,Haymarket Square,West End,27,1,d370b468-35fa-4c3b-bdff-5819f468310b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.88,Uber,1.54352E+12,Haymarket Square,West End,8.5,1,efbdaf7d-93cf-487b-8033-97244063aa8b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.49,Uber,1.5434E+12,North Station,Haymarket Square,26.5,1,43f5d2df-e23e-4e34-b677-b589d2adf48c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.49,Uber,1.54493E+12,North Station,Haymarket Square,7,1,8796bfe2-0a66-451e-ae66-576b1e002a75,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.49,Uber,1.54493E+12,North Station,Haymarket Square,,1,89a5ece7-e941-4414-b6af-eee2d2f250f7,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.49,Uber,1.54487E+12,North Station,Haymarket Square,10.5,1,b2efc6e0-716b-4c09-9311-a5dbb8176ddb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.49,Uber,1.54502E+12,North Station,Haymarket Square,7,1,ba4e33a6-c637-4487-b1bf-59a575305f31,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.49,Uber,1.54342E+12,North Station,Haymarket Square,5.5,1,d9ffe16d-0296-4f85-aa62-de768397dd2b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
0.49,Uber,1.54346E+12,North Station,Haymarket Square,16,1,f120a56e-511b-4c7f-aad5-5c7d48525505,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.8,Uber,1.54343E+12,Northeastern University,Theatre District,22.5,1,087b42e9-1fb6-47c7-a979-757e15557f27,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.8,Uber,1.54495E+12,Northeastern University,Theatre District,11.5,1,19eb492a-5131-4def-8be7-87f66977874c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.8,Uber,1.54358E+12,Northeastern University,Theatre District,8,1,401cbf60-e3d0-47c4-8f19-6b84f21220e5,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.8,Uber,1.54498E+12,Northeastern University,Theatre District,11.5,1,462f9257-f392-4cc4-bf5a-c46b5f0245fb,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.8,Uber,1.54346E+12,Northeastern University,Theatre District,,1,991c387c-d738-4d40-ac92-9e6869777d52,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.8,Uber,1.54379E+12,Northeastern University,Theatre District,30.5,1,c3cef03e-34c0-4059-a097-7f48f9d25540,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.8,Uber,1.54343E+12,Northeastern University,Theatre District,16,1,cd799363-fa71-4f88-afb7-b1bf0e9e5a7c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.17,Uber,1.54329E+12,South Station,North Station,10,1,a58db856-f8cb-404e-aeb9-b2cf2d161fee,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.81,Uber,1.54378E+12,Theatre District,Northeastern University,,1,0909c3b8-2014-4edf-98be-48828c7c2a17,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.81,Uber,1.5434E+12,Theatre District,Northeastern University,9,1,099738e5-5c5f-4106-a594-0d4593dd2f08,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.81,Uber,1.54365E+12,Theatre District,Northeastern University,19.5,1,46298cf4-deb9-4766-b015-2b68a651e2cd,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.81,Uber,1.54379E+12,Theatre District,Northeastern University,17,1,9533b2ea-dc57-45ff-8fd8-5a2bfe19b186,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.81,Uber,1.54472E+12,Theatre District,Northeastern University,9,1,9e208a27-f65b-4937-aeb1-7d918aa7b8e3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.81,Uber,1.54383E+12,Theatre District,Northeastern University,9,1,f5f35336-b98a-49e9-a7c3-6e299e872e13,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.81,Uber,1.54343E+12,Theatre District,Northeastern University,30.5,1,f861da59-21af-4aa0-9d79-bf76f92fa393,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.91,Uber,1.54489E+12,Theatre District,Northeastern University,,1,07963b09-e882-455b-820f-b040417cb7a2,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.91,Uber,1.54335E+12,Theatre District,Northeastern University,8.5,1,22a0c8ed-5275-431b-b95a-799284fdf989,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.91,Uber,1.54371E+12,Theatre District,Northeastern University,27,1,5d5c67e5-21f0-44c2-9183-23e8e2a1b4b2,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.91,Uber,1.54483E+12,Theatre District,Northeastern University,8.5,1,73325f94-d755-44db-8d94-8d349e1a2f66,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.91,Uber,1.54327E+12,Theatre District,Northeastern University,8.5,1,7728d8d7-2517-4bb4-b2de-6b334ea9f54c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.91,Uber,1.54467E+12,Theatre District,Northeastern University,15,1,bf150689-49e5-4ee7-9e79-14e6d9bdc878,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.91,Uber,1.54376E+12,Theatre District,Northeastern University,18.5,1,c9672ef4-ff22-4c0d-bb10-5894fc6b081d,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.56,Uber,1.54369E+12,Northeastern University,Beacon Hill,10.5,1,74818655-bb9a-4ece-b8ac-81614727be23,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.56,Uber,1.54345E+12,Northeastern University,Beacon Hill,7.5,1,c151e038-a44a-42e4-ab72-66c24407accb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.23,Uber,1.5437E+12,North Station,Northeastern University,,1,59138837-e3d9-4d90-ae28-c1fb18937c1a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.23,Uber,1.54329E+12,North Station,Northeastern University,26,1,76e9c7e0-93b8-4716-a65b-062519f998a0,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.23,Uber,1.54507E+12,North Station,Northeastern University,26.5,1,d6053a46-1e50-47ae-b2fe-d9733854ad50,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.23,Uber,1.54363E+12,North Station,Northeastern University,56,1,e2260c21-a506-4021-a968-41ec619b5921,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.23,Uber,1.54355E+12,North Station,Northeastern University,25.5,1,e34b173f-93cd-4ccc-b692-15c0ccf9b477,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.23,Uber,1.54516E+12,North Station,Northeastern University,26.5,1,e6c6a606-024d-4345-a00b-69ffd4975f69,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.23,Uber,1.54384E+12,North Station,Northeastern University,39,1,ee55fd70-776f-469e-baee-921eb9b53e8b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.66,Uber,1.5434E+12,Theatre District,Fenway,29.5,1,4e85a1ab-ff5e-437a-b1cd-baedcc87b4b0,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.66,Uber,1.5433E+12,Theatre District,Fenway,18.5,1,57e09d5f-8d3c-416b-a9e3-9ab9c557c64d,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.66,Uber,1.5451E+12,Theatre District,Fenway,9,1,596b753c-1463-459e-90db-a87361dea22b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.66,Uber,1.5448E+12,Theatre District,Fenway,,1,77351c9f-b060-4633-a070-7e8bce703b6a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.66,Uber,1.54343E+12,Theatre District,Fenway,9.5,1,b604796d-d219-4b2f-9024-72cda9d2fbef,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.66,Uber,1.54385E+12,Theatre District,Fenway,16.5,1,c4370339-f33f-4f7e-a622-3aedaccab32c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.66,Uber,1.54493E+12,Theatre District,Fenway,9.5,1,e3a37eec-1f93-4f89-8f64-892d256c15bf,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.49,Uber,1.54333E+12,North Station,Haymarket Square,,1,1ec19dc7-630e-429f-9d56-f1170473ff28,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.49,Uber,1.54485E+12,North Station,Haymarket Square,27.5,1,2d51b607-900a-4ed8-ae03-678acf83e90c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.49,Uber,1.54336E+12,North Station,Haymarket Square,7,1,42a67d79-603b-4788-8d7d-ef6c3308409b,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.49,Uber,1.5433E+12,North Station,Haymarket Square,6.5,1,48c7aa79-6161-4f82-a34c-5aa420602069,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
0.49,Uber,1.5433E+12,North Station,Haymarket Square,9.5,1,5bf76736-73db-4859-b0f9-0ad77017c95b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.49,Uber,1.5438E+12,North Station,Haymarket Square,7,1,828b9367-4d67-44f9-97ed-59e541215fc7,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.49,Uber,1.54469E+12,North Station,Haymarket Square,15,1,a814db8d-fe70-4e26-924d-c4489721cefe,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.25,Uber,1.54332E+12,Haymarket Square,Financial District,26.5,1,6c7a1757-2ed9-4626-883e-a4165ae2e552,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.25,Uber,1.5433E+12,Haymarket Square,Financial District,8,1,78a0ca45-215a-4aeb-94fb-73fee8f11671,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.25,Uber,1.54372E+12,Haymarket Square,Financial District,8,1,87fb9eb7-5f04-462e-b12b-f2bbe1087800,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.25,Uber,1.54367E+12,Haymarket Square,Financial District,,1,a41f0015-c72d-4c21-a837-9630f82ada2b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.25,Uber,1.54475E+12,Haymarket Square,Financial District,12.5,1,bfb9c30c-4bca-4381-9caf-afd2d76bf8eb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.25,Uber,1.5434E+12,Haymarket Square,Financial District,17,1,cada0442-86b1-4208-b289-b4afcc6c4e1e,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.25,Uber,1.54353E+12,Haymarket Square,Financial District,5.5,1,d39a002a-e2c6-4973-9e5a-1d5d635076cb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.08,Uber,1.54467E+12,North End,North Station,16,1,08d7031e-a9fb-4a0b-88d5-4a77d48454cf,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.08,Uber,1.54388E+12,North End,North Station,9.5,1,25edfd31-7930-434b-a1b5-8097903587ac,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.08,Uber,1.54368E+12,North End,North Station,7.5,1,2d0e02d0-1243-4e07-919a-b42236503359,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.08,Uber,1.54481E+12,North End,North Station,27,1,2d297de9-a95b-4777-a34e-a7f95a14e4da,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.08,Uber,1.54346E+12,North End,North Station,12.5,1,3fc8cb81-f2ca-442d-8d69-4ea137385e4b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.08,Uber,1.5447E+12,North End,North Station,,1,de48c54e-28d2-40a9-9766-d199a3d4575a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.08,Uber,1.54345E+12,North End,North Station,9.5,1,f513a8f1-259c-4944-b561-0c4a08e6ebc4,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.1,Uber,1.5438E+12,Northeastern University,Back Bay,9.5,1,37290f34-55cd-424f-b8e9-5a0ff2d46aaa,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.1,Uber,1.54485E+12,Northeastern University,Back Bay,17,1,57161ab1-0034-4a33-903f-6143c0c5b3ae,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.1,Uber,1.54485E+12,Northeastern University,Back Bay,27,1,8efc9068-ccaa-44f1-9027-db77c9ec299d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.1,Uber,1.54495E+12,Northeastern University,Back Bay,10,1,9f82ee16-51c1-4717-91e9-9b5d20cff463,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.1,Uber,1.54515E+12,Northeastern University,Back Bay,15,1,c9681d10-c078-4970-ac47-264a1a133639,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.1,Uber,1.5447E+12,Northeastern University,Back Bay,9.5,1,db94efa7-4e43-41dc-8ef9-96e6407a4fa6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.1,Uber,1.54475E+12,Northeastern University,Back Bay,,1,feb78fe8-9f52-4f3c-beb9-0fed86c91161,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.3,Uber,1.54375E+12,Northeastern University,Financial District,11.5,1,18f382e4-13d8-449a-9589-2a58aa5cf4f9,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.3,Uber,1.54345E+12,Northeastern University,Financial District,25,1,57fca2d7-57c9-49a0-be37-6bed766c364f,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.3,Uber,1.54468E+12,Northeastern University,Financial District,,1,89ac9612-b704-4621-9ded-389cdb1c9360,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.3,Uber,1.54487E+12,Northeastern University,Financial District,11.5,1,9e4e8a76-9930-450e-b8ce-fb9bd9d2c818,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.3,Uber,1.54332E+12,Northeastern University,Financial District,18.5,1,9f38fe9a-c503-4d81-bbd7-095eac6edfb6,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.3,Uber,1.54496E+12,Northeastern University,Financial District,11.5,1,dea05bba-cdf0-4076-ad0e-e89b75b99ddc,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.3,Uber,1.54377E+12,Northeastern University,Financial District,32,1,e7a68027-01cb-44ce-bca2-ebe8872d7622,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.98,Uber,1.54497E+12,Theatre District,Boston University,10.5,1,21db90d7-cbf8-4f00-9fc0-ad17a8e6684c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.98,Uber,1.54512E+12,Theatre District,Boston University,8,1,2eb5b495-47ca-4976-9392-023338eb22bb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.98,Uber,1.54515E+12,Theatre District,Boston University,10.5,1,75197f3a-863a-4083-bae1-189316a022f9,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.98,Uber,1.5433E+12,Theatre District,Boston University,24,1,909ea81e-2178-47fe-a1ad-7f168fbf3331,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.98,Uber,1.54354E+12,Theatre District,Boston University,32.5,1,c205c034-c3d4-4e3f-87ed-8d9a13fcb87c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.98,Uber,1.54504E+12,Theatre District,Boston University,16.5,1,cd770034-5b2f-4d78-b8e4-ccf8a0faa5db,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.98,Uber,1.54365E+12,Theatre District,Boston University,,1,e33f3d88-7c9a-4395-966b-78e2885793cf,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.62,Uber,1.54514E+12,Boston University,Theatre District,28.5,1,07eae35b-7e7b-42b3-bc5e-3725ab389af4,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.62,Uber,1.54328E+12,Boston University,Theatre District,10.5,1,3ea49902-193f-4c84-b027-f368067c5e5c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.62,Uber,1.54344E+12,Boston University,Theatre District,,1,77415eff-345f-47a1-8742-65a7290de1b2,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.62,Uber,1.54513E+12,Boston University,Theatre District,37.5,1,8478c6a6-2868-4a37-99f7-99d37d16d479,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.62,Uber,1.54334E+12,Boston University,Theatre District,17,1,916d91d9-fb4a-4f93-ba99-319dc278d00c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.62,Uber,1.54348E+12,Boston University,Theatre District,8.5,1,b0190eab-c81e-4576-9533-77f275cc9e90,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.62,Uber,1.54328E+12,Boston University,Theatre District,10.5,1,d882889a-6b68-411b-9b20-5166aeb5bcb3,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.27,Uber,1.5435E+12,Boston University,Beacon Hill,20.5,1,03c5a228-01a1-4751-892a-5e9971e76d75,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.27,Uber,1.54327E+12,Boston University,Beacon Hill,8.5,1,17986dbc-499b-4d7e-ae14-17ed52871feb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.27,Uber,1.54471E+12,Boston University,Beacon Hill,10.5,1,42c3d062-a8d2-4a46-943d-e711efdc7472,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.27,Uber,1.54468E+12,Boston University,Beacon Hill,15,1,5e4d5785-010e-4c52-a272-02e02b53b33c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.27,Uber,1.54329E+12,Boston University,Beacon Hill,,1,7d49c910-4863-4dfe-9059-d5816cee3aee,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.27,Uber,1.5436E+12,Boston University,Beacon Hill,29.5,1,a66e6c28-8c89-4402-a00b-3d3ac03a19df,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.27,Uber,1.5447E+12,Boston University,Beacon Hill,10.5,1,f93b2b2b-7e47-492a-8f4e-c61190a32b2d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.25,Uber,1.54341E+12,Haymarket Square,Financial District,6.5,1,509fc328-206a-4eeb-b21a-9ef3ba15bb88,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.25,Uber,1.54481E+12,Haymarket Square,Financial District,27.5,1,534f0891-df46-427c-a8d4-d52d9c1e0f9a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.25,Uber,1.54377E+12,Haymarket Square,Financial District,8,1,5744ff61-d6cd-465c-9e78-43ceb48a1a37,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.25,Uber,1.54516E+12,Haymarket Square,Financial District,15,1,72347a4f-aaaa-4053-96f4-ae913805c3f0,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.25,Uber,1.54345E+12,Haymarket Square,Financial District,,1,b8ec3f7d-99d7-43a6-aa62-5e923d6e3c6e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.25,Uber,1.54386E+12,Haymarket Square,Financial District,8,1,c4f52685-a172-451b-aef3-d221f1591808,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.25,Uber,1.54351E+12,Haymarket Square,Financial District,11.5,1,f2a1999c-0bc9-4eb0-a6a9-f4dc501dcbe8,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.72,Uber,1.54388E+12,Haymarket Square,West End,7,1,77963183-cc6f-4f48-ab6c-cc5039f9802b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.08,Uber,1.5434E+12,Northeastern University,West End,31.5,1,6178f333-35b6-4dbe-8587-acdf573309d4,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.08,Uber,1.54344E+12,Northeastern University,West End,18.5,1,645d3299-1f8c-4610-9748-6aeb81dcdc7d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.08,Uber,1.54331E+12,Northeastern University,West End,9,1,68f338ab-dc43-4035-a6fd-28d9d302e25f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.08,Uber,1.5436E+12,Northeastern University,West End,24,1,7f88da5e-6d22-4d0e-a312-70f2c1086f5a,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.08,Uber,1.54387E+12,Northeastern University,West End,,1,81a54d47-d108-443f-a26c-1e6e0f4f616e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.08,Uber,1.54344E+12,Northeastern University,West End,11.5,1,855aff3a-c7d9-4bad-bf63-7955a45866d0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.08,Uber,1.54512E+12,Northeastern University,West End,11.5,1,ac6442df-845e-4d09-ba19-daf848c526ae,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.46,Uber,1.54341E+12,Beacon Hill,Fenway,8.5,1,1eff4c14-4a4a-4df4-84c3-c2ad4aa89960,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.46,Uber,1.54508E+12,Beacon Hill,Fenway,8.5,1,4a2d8845-46ab-4394-a4f6-49a3e5a9e79d,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.46,Uber,1.54341E+12,Beacon Hill,Fenway,17.5,1,51986bdd-8692-4688-b90c-3891956ce4b3,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.46,Uber,1.54505E+12,Beacon Hill,Fenway,,1,83f9bbac-e4ac-4205-af48-68c18dbae770,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.46,Uber,1.54387E+12,Beacon Hill,Fenway,29.5,1,863e7928-376a-4b3f-a052-1838262a6f3d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.46,Uber,1.54367E+12,Beacon Hill,Fenway,8.5,1,a0f7a25d-5d93-48d1-9dfe-ccc90ac4a1d1,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.46,Uber,1.5451E+12,Beacon Hill,Fenway,15,1,d0b74ea7-4ed3-4551-9b2d-5d3ba435c09e,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.57,Uber,1.54381E+12,Financial District,Northeastern University,,1,01809919-0882-4221-9f4a-d04f78864458,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.57,Uber,1.54355E+12,Financial District,Northeastern University,33,1,19716e60-b4ba-449e-9287-da59dc43dc19,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.57,Uber,1.54486E+12,Financial District,Northeastern University,24,1,7a53f52d-03bc-4df0-828d-fec1833b26bb,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.57,Uber,1.54366E+12,Financial District,Northeastern University,33.5,1,8b3ddb64-4553-46d7-ae92-b259125f80d6,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.57,Uber,1.54498E+12,Financial District,Northeastern University,20,1,91635f73-c153-4fe8-838e-d336ad32108c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.57,Uber,1.54321E+12,Financial District,Northeastern University,21.5,1,a96ea4b6-ec61-4a07-a0d1-7e87b8760304,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.57,Uber,1.54326E+12,Financial District,Northeastern University,21.5,1,fc71fee4-6e0a-4cce-a3e3-a70aac88cc8b,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.61,Uber,1.54496E+12,Haymarket Square,Theatre District,9.5,1,14034c39-81f9-4791-86da-5fbea3ec7c65,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.61,Uber,1.54486E+12,Haymarket Square,Theatre District,,1,33c1c85a-6d19-4b53-93c8-3155c77863b4,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.61,Uber,1.54366E+12,Haymarket Square,Theatre District,9,1,35007d3a-d964-47f7-a830-228aded2a97e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.61,Uber,1.54345E+12,Haymarket Square,Theatre District,17,1,9a86f0c5-2fbe-4737-816f-315853997ea2,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.61,Uber,1.54335E+12,Haymarket Square,Theatre District,9.5,1,b1bb3b0b-72eb-49db-8edc-28c6e86ee872,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.61,Uber,1.54357E+12,Haymarket Square,Theatre District,27.5,1,c10884aa-8112-456e-9814-61fcf05947dd,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.61,Uber,1.54371E+12,Haymarket Square,Theatre District,13.5,1,d202af33-45bb-4765-b8e9-d228aab9b991,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.8,Uber,1.5444E+12,Boston University,West End,9.5,1,08ae56cb-0a16-4e9d-8eee-ec1285d25236,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.8,Uber,1.54371E+12,Boston University,West End,9.5,1,175926c3-a2bd-4677-8515-1788eb52aa18,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.8,Uber,1.54499E+12,Boston University,West End,33,1,1a3bee02-4f0d-412a-b074-3d0f8ff24554,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.8,Uber,1.54329E+12,Boston University,West End,,1,c5717449-c7fe-4174-9610-55313c55434e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.8,Uber,1.54363E+12,Boston University,West End,23,1,ce32c4b5-e2b4-46a3-b925-dc3c5e850999,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.8,Uber,1.54334E+12,Boston University,West End,17.5,1,d02baeef-ff85-43ba-9da4-845f45f50d1c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.8,Uber,1.54349E+12,Boston University,West End,10,1,ecda56fd-32ef-4e00-bdc7-d173341b6794,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.05,Uber,1.54344E+12,Fenway,North Station,36,1,13fe6dcd-96ab-4d83-9bc3-d6ac29fbc742,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.05,Uber,1.54343E+12,Fenway,North Station,11.5,1,3e0afd05-76cb-47b7-afcb-8055768ca8d1,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.05,Uber,1.54383E+12,Fenway,North Station,26,1,6e9deccd-a5d1-415b-9a8a-6b43c0676d97,6c84fd89-3f11-4782-9b50-97c468b19529,Black
